recordid,title,author,place,year,language,subject,library,notes
1.901E+13,"Den Engelschen Duyvel, ontdeckt door en botte schelm, in twaalf artijkelen van Cromwels geloof: uyt-ghestrooydt teghens de Louvesteynsche Heeren en hare adherenten",undefined,[n.p.],1652,Dutch,Politics Netherlands,,
1.901E+13,"Engelsch praetjen, tusschen een Parlementarische, koningsche, Nederlandsch koopman, en een bootsgesel: vervatende kortelijck den gantschen handel der Republijcken van Engeland, en't Vereenigde Nederland",undefined,Middelburg,1652,Dutch,Commerce Netherlands,,
1.901E+13,"Engelschen oorlog, ontsteken door haar Brandende Gierigheyd en rooverye ter zee, op de onderdanen van de zeven vrye vereenigde Provintien: zijnde een vervolg, van den Engelschen alarm",Vrye Hollander Engelschen alarm,Rotterdam,1652,Dutch,"Politics Anglo-Dutch War, 1652-1654",,
1.901E+13,"Lyste, van de schepen van oorloge onder het beleyt van den Admirael Marten Harpersz. Tromp en op den 4 Augusty 1652 onder Hitlandt present geweest ... mitsgaders de lijst ... van den Admirael afgedwaelt sijn ... den 10 Augusty 1652",undefined,'t Amsterdam,1652,Dutch,"Miscellaneous Anglo-Dutch War, 1652-1654",,
1.901E+13,"Notitie om aen te wijsen, wat hulpe dese landen van de Engelsche natie hebben genooten in tijden van de Spaensche oorloghen, waer door sy haer beroemen dese Nederlanden beschermt te hebben tegens de Spaensche macht. Misdtsgaders wat schade desen staet van de Engelsche natie hebben gheleden",A. v. B.,Amsterdam,1652,Dutch,Politics Netherlands,,
1.901E+13,Ordonnantie des coninghs op het generael reglement van sijne munte,NULL,T'Antwerpen,1652,Dutch,Finance Money,,
1.901E+13,"Redenen waer om de vereenighde Nederlanden haer niet en behoren in contract van vrede te begeven, met het ghepretendeerde Parlemendt van Engelandt",undefined,Rotterdam,1652,Dutch,"Politics Anglo-Dutch War, 1652-1654",,
19010427S00900,Specie-boeck. Den vierden druck.,"Coghe, Jeremias de",t'Amsterdam,1652,Dutch,Finance Ready-reckoners,,
N5UWD8UV,"Tresoor van de gewichten, maten van koorn ende landen",,,1652,Dutch,Economics,,
1.901E+13,"Zee-politie der vereenichde Nederlanden verthoont in een tafel, ende twee kleyne boecken, beschreven door ... waer achter ghevoecht zijn eenighe saecken tot onderrechtinge en kennisse tot de politie dienende","Tjassens, Johan",'s Graven-Hage,1652,Dutch,Politics Merchant marine,,
1.901E+13,"Een ontdeckinge van de rechte grondt-oorsaeck der jonghst-geledene gelt-straffe banissement en jegenwoordige strenge proceduren tegens Lieut. Col. John Lilburne, tegen woordigh in d'aldershandelijckste gevangenisse van Newgate ... Alwaer oock met eene ontdeckt wordt d'eerste oorspronck des naems Levellers","Lilburne, John",[n.p.],1653,Dutch,"Politics Lilburne, John,",,
1.901E+13,"Engelsche printe, waer in alle de Nederlanders, voornament-lijck Hollandt, naecktelijck wertontledet, waer uyt alle goede borgeren leeren kunnen het ongerijmde gevoelen van desen drie-maendigen Engelschen reyser, (die't alles aengemerckt soude hebben,) ende daer beneffens de verbasterde engelsche, op dese rechtveerdige regeeringhe, en hoese op de selve fonder reden verstoort zijn",undefined,Na de copye van Londen,1653,Dutch,"Politics National characteristics, Dutch",,
1.901E+13,Placcaet,NULL,s'Graven-Haghe,1653,Dutch,"Commerce Anglo-Dutch War, 1652-1654",,
1.901E+13,"Antwoort der Ed. Mo. H. Staten van Zeelant op den Brief van zyne doorluchtigste hoogheydt den Heere Olivier, Protector, vande Republijque van Engelandt, Schotlandt, ende Yerlant",NULL,[n.p.],1654,Dutch,"Politics Anglo-Dutch War, 1652-1654",,
1.901E+13,Den (T'onrecht getituleerden) Heer Protecteurs Brouvaten met Cromwels meyneedicheyt als mede een Oogh-Salve voor de Hollanders,undefined,Amsterdam,1654,Dutch,Politics Great Britain,,
1.901E+13,"Over-gheset uyt de Latijnsche tale. Articulen van vrede, unie, ende eeuwich verbondt, besloten tusschen Syne Doorluchtighste Hoogheyt ... Olivier, Heere Protector van de Republijcque van Engelandt ... ende de Hooge ende mogende Heeren Staten Generael der Vereenighde Nederlandtsche provincien",NULL,'s Graven-Hage,1654,Dutch,"General Anglo-Dtuch War, 1652-1654",,
1.901E+13,"Reqveste aen Cromwel ende syn Parlement ... aen den Hoogh-Machtich vorst, beroepen in qualiteyt als Coninck van Groot Britannie als mede Engelant, Schotlant ende Irlant den Groot Machtichste der Zee Vrees ende schrick voor vele Heeren ende potentaten, als mede het;Hooch-Waerdich Geachte Parlament van den Edelen hoven van Londen",undefined,[n.p.],1654,Dutch,Politics Great Britain,,
1.901E+13,"Verscheyde procedueren van staet saeckenin Engelandt Schotlandt en Yerlandt, van donderdach den 5. Febuary tot donderdach den 12. Febr. 1654",undefined,Delff,1654,Dutch,Politics Great Britain,,
IZSS4M43,Het oudt Dordrechts koren-boecxken.,,,1655,Dutch,Economics,,
936WE92F,"Newe und nutzbahre Kunst in Hausshaltung. In welchen gelehret wird. Wie man mit fÃ_nffhundert GÃ_lden, auff einmahl anzulegen, jÃ_hrlich vier tausent fÃ_nffhundert GÃ_lden, ohne Wucher gewinnen kann.",,,1655,Dutch,Economics,,
3AZ7D5IC,"Nieuwe en nutte huyshouw-konst, waer in geleert wordt; hoe men, met vijf hondert guldens eenmael aen te leggen, jaerlijcks vier duysent vijf hondert guldens sonder woecker winnen kan.",,,1655,Dutch,Economics,,
1.901E+13,"OrdinantiÃ« vande Sout [compag?]nnie, in Denemarcken, en Noorwegen, getranselateert uyt het deensche",NULL,Amsterdam,1655,Dutch,Commerce Salt industry and trade,,
1.901E+13,"School-Reglement, inde steden, landen, heerlijckheden ende dorpen van syne hoogheyt den heere Prince van Orange, ghelegen in Brabant, onder de gehoorsaemheydt van desen Staet",NULL,'sGraven-Hage,1655,Dutch,Social Conditions Educational law and legislation,,
5604,Consideratien |raeckende \'tstuck van leeninghe op interest ende panden,NULL,em,1656,Dutch,"Theology (Christian doctrine) , Economics",,
GFBVJ36E,Corte maniere om sonder rekenen te konnen weten wat yder gedeelte van een merge aen gelt komt te bedraghen.,"Boncamp, Hendrick",,1656,Dutch,Economics,,
EH8XRS8V,Derde verclaringe aengaende de goude ende silvere mijne.,"Douvily, Balthasar Gerbier baron",,1656,Dutch,Economics,,
1.901E+13,"Extract uyt het register van de Willekeuren der Stadt Amstelredamme, geteeckent, met de letter M. Gepubliceert den 21 Januarii, 1656",NULL,t' Amsterdam,1656,Dutch,Commerce Netherlands,,
1.901E+13,"Tol-ordonnantie, waer naer de tollenaers over al in ons rijck in Noorweghen hun fullen hebben te reguleren",NULL,Coppenhagen,1656,Dutch,Finance Tariff,,
NTDGIR57,"Tweede deel vande waeractige verklaringe nopende de goude en silvere mijne, waer van den ridder Balthazar Gerbier Douvily gecontracteert heeft met eenige geassossieerde in Zeelant","Douvily, Balthasar Gerbier baron",,1656,Dutch,Economics,,
5672,Vrage raeckende \'t stuck van leeninghe op interest ende panden.,Sebastiaen Coningh,"Leyden, J. Coole ",1656,Dutch,"History (Netherlands) , Economics , Period documents",,
VX2P3MBC,"Waerachtige verklaringe nopende de goude en silvere mijne waer van den ridder Balthazar Gerbier, Douvily gecontracteert heeft met eenige geassosieerde in Zeelant","Douvily, Balthasar Gerbier baron",,1656,Dutch,Economics,,
5760,Consideratien |raeckende \'t stuck van leeninge op interest ende panden.,NULL,"Leyden, ",1657,Dutch,"Theology (Christian doctrine) , Economics",,
IPX36JWS,"Considerationes erotematicÃ_ circa foenus trapeziticum, cum Samuelis Maresii responsione",,,1657,Dutch,Economics,,
5714,Plainte de mons,Willem Boreel (1591-1668),[1657],1657,French,"History (Netherlands) , History (France) , State publications , Period documents , Economics",,
JPDWDWWD,"Res judicata, dat is: Extracten vyt de resolutien der Synoden over de negotie der ghenaemde lombarden: vvt-gegeven door de professoren der theologiÃ_ tot Utrecht",,,1657,Dutch,Economics,,
5758,Tweede deel van Res iudicata [...] over de negotie der genaemder lombaerden,NULL,"Utrecht, J. van Waesberge ",1657,Dutch,"History (Netherlands) , Economics",,
5703,"Waarachtige verklaringe vanden ridder Balthasar Gerbier, b: Douvilij; noopende sÄ_n saecke van goude en silvere mynen",Balthasar Gerbier#baron Douvily# (1592-1667),[1657],1657,Dutch,"Economics , History (America) , Period documents , Geography",,
6SVJZCPE,Animadversiones in Marci Zuerii Boxhornii De trapezitis dissertationem.,"Kriex, Joost",,1658,Dutch,Economics,,
5865,"Concept van redres, ende accommodatie, over\'t stuck van leeninge omtrent den armen",NULL,"Leyden, ",1658,Dutch,"Economics , History (Netherlands) , Period documents",,
1.901E+13,Extract uyt het register der resolutien van de Hoogh Mog. Heeren Staten Generael der Vereenighde Nederlanden. Mercurii den 24. Julii 1658,NULL,The Hague,1658,Dutch,"Commerce Diplomatic and consular service, Dutch",,
5868,Noodige verantwoordingh voor de huysen ofte bancken van leeninghe [...]; tegen sekere boeckskens genaamt: Res judicata.,Joost Kriex (17e E.),"Utrecht, ",1658,Dutch,"History (Netherlands) , Economics , Period documents",,
5863,"Res judicanda judicata, ofte Apologie voor den armen en geringen in den lande",NULL,"Utrecht, J. van Waesberge ",1658,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Resolutien op het stuck van de bancken van Leeninge, genomen by de ed. gr. mog Heeren staten, soo van het Furstendomb Gelre en Graef-schap Zutphen, als van Hollandt ende West-Vrieslandt",NULL,t'Amsterdam,1658,Dutch,Finance Pawnbroking,,
1.901E+13,"De luchtende fackel van het Italiaens boeckhouden, verdeelt in drie deelen","Cock, David",t'Amsterdam,1659,Dutch,Finance Bookkeeping,,
P4G443P9,"Nieuwe en nutte huyshouw-konst, waer in geleert wordt; hoe men, met vijf hondert guldens eenmael aen te legghen, jaerlijcks vier duysent vijf hondert guldens sonder woecker winnen kan.",,,1659,Dutch,Economics,,
1.901E+13,"Toonneel der ambachten: of den winckel der handtwercken en konsten, &c. Midtsgaders het bericht van den koop-handel","Nyenborgh, Johan van",Den tweeden druck,1659,Dutch,Trades and Manufactures Handicraft industries,,
NIH4WEJE,"Assertiones theologicÃ_, quibus rei trapeziticÃ_ in Belgio fÅ“derato authoritate publica constitutÃ_ honestas et necessitas exponitur.","Wolferdus, Michael",,1660,Dutch,Economics,,
1.901E+13,"Danck-predicatie, over de glorieuse herstellinge van Carolus II. Coninck van Groot Britannien, Vranckrijck ende Ierlandt, &c. ... Gedaen den 23. May 1660","Schuler, Johannes",t'Amsterdam,1660,Dutch,Politics Charles,,
1.901E+13,"Den Standt van Christen-Ryck, op t jaer ons Heeren, 1600",undefined,[n.p.],1660,Dutch,General Europe,,
FGBRE7Z8,De centesimis usuris et foenore unciario antexÃªgÃªsis.,"Gronovius, Johannes Fredericus",,1661,Dutch,Economics,,
1.901E+13,"Articulen van confederatie ende vriendschap, tusschen Carolus II. Koningh van Groot-Brittannien, &c. ende de Staten Generael der Vereenighde Provintien",NULL,[n.p.],1662,Dutch,General Great Britain,,
ARBZFT2H,"De ratiociniis administratorum, et computationibus variis aliis, tractatus prÃ_gnantissimus.","Escobar, Francisco MuÃ±oz de",,1662,Dutch,Economics,,
PV9F3PFK,"Een tractaet van avarien, dat is: Gemeyne contributie vande koopmanschappen ende goederen indien schepe bevonden.","Weytsen, Quintyn",,1662,Dutch,Economics,,
19010358S01800,"Hollands op-komst, oft Bedenkingen op de schaadelyke schriften, gennamt grafelyke regeeringe, en Interest von Holland, uit-gegeven door V.D.H","Cattenbaert, Jasper",Tot Leyden,1662,Dutch,Politics,,
6361,"Interest van Holland, ofte Gronden van Hollands-welvaren.",Pieter de la Court de jonge (1618-1685),"Amsterdam, J.C. vander Gracht, 1662",1662,Dutch,"Economics , History (Netherlands)",,
6408,"Requeste |aen den alder-christelicxten koninck van VranckrÄ_ck, gepresenteert door [...] coopluyden, en inwoonders vande stadt Tours, om brieven van repressalien, op en tegens d\'inwoonders van de Nederlantsche Vereenighde Provintien",NULL,"Dordrecht, ",1662,"Dutch , French","History (France) , History (Netherlands) , Period documents , Economics",,
1.901E+13,"Wijtloopige deductie van de Ho: Mog: Heeren Staten generael der vereenighde Nederlanden. in dato den 17. Junii 1664. Raeckende de pretensien van de Engelsche, ende voornaementlijck de schepen de bonne esperance ende Henry Bonadventure",undefined,Rotterdam,1662,Dutch,Commerce Nederlandsche Oost-Indische Compagnie,,
GH6RA2KJ,"Judiciele en politike consideratien over de Turckse avarien onlanghs den Nederlandtsen Levant handelaers opgeleght, ter occasie van Roelof Maertensen Vyge-boom.",,,1663,Dutch,Economics,,
1.901E+13,"Placaet, opte groote, equipagie, monture, manninge ende admiraelschappen der schepen, varende door de Strate van Gibraltar, naer de Middelandtsche Zee ende op Levanten",NULL,s'Gravenhage,1663,Dutch,Commerce Foreign trade regulation,,
1.901E+13,Publicatie,NULL,'sGraven-hage,1663,Dutch,Commerce Foreign trade regulation,,
1.901E+13,Waerschouwinge,NULL,'sGravenhage,1663,Dutch,Commerce Foreign trade regulation,,
1.901E+13,"Bredaesche Almanac, en chronijck",undefined,[n.p.],1664,Dutch,"Miscellaneous Almanacs, Dutch",,
1.901E+13,"Brief van den Heer Secretaris P. CunÃ_us, als resident van wegen desen staet in Engelandt ... Ontrent den toestandt des oorloghs ... Neffens een speciale lyste van alle de oorlogh-schepen ... werdende in Engelandt op het spoedighste toe-gerust. Waerschouwinge der ingesetenen","Cunaeus, P.",Leyden,1664,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
6622,"Cort |verhael van den staet en gelegenheyt vande saecken, tusschen d\'Engelsche en Nederlantsche Oost-Indische Compagnie, altans controvers zijnde",NULL,"Amsterdam, P. Guldemont ",1664,Dutch,"History (Netherlands) , History (Great Britain and Ireland) , Dutch East India Company , Economics",,
XMQT3DQV,De centesimis usuris et foenore unciario antexÃªgÃªsis II.,"Gronovius, Johannes Fredericus",,1664,Dutch,Economics,,
5BX7ABK3,De lichtende koopmans fackel en reductie van wisselen.,"Pina, Yosua Sarfatti",,1664,Dutch,Economics,,
1.901E+13,"Den toestant der swevende verschillen, tusschen de oost, ende West-Indische compagnien, van Engelant, ende van de Vereenighde Nederlanden","Downing, George, Sir",[n.p.],1664,Dutch,"Commerce Anglo-Dutch War, 1664-1667",,
1.901E+13,"Placcaeten ordonnantien landt-chartres blyde-in comsten privilegien, ende instructien by de Princen van dese Nederlanden, aen de Inghesetenen van Brabant, Vlaenderen, ende andere Provincien, t'sedert t'laer M.CC.XX",NULL,t'Hantwerpen,1664,Dutch,General Law,,
ZXD34F92,"Torcia luminosa per li mercanti, di reduttione di diversi cambi.","Pina, Yosua Sarfatti",,1664,Dutch,Economics,,
6690,"Twee distincte brieven van de heer ambassadeur M. van Gogh, een aen de ho: mog: heeren Staten Generael [...] d\'ander aen de heer griffier N. Ruysch: beyde van dato den 15 augusti, ontfangen den 20 dito 1660. Als noch een speciale cargo van 13 Engelsche schepen [...] te gaen nae de cust van Africa",Michiel van Gogh (1664-1665 fl.),"Alckmaer, D. van Goelant, 1664",1664,Dutch,"History (Netherlands) , Economics , Period documents",,
7ZM8EIJE,"Aenmerckingen ende bedenckingen over de zee-rechten, uyt het placcaet van koninck Philips vytgegeven den lesten octobris 1563.","Glins, Taco van",,1665,Dutch,Economics,,
1.901E+13,"Hollandsche oprechtigheid tegen de Engelse redenloose onrechtveerdigheid. Bewezen en verhandeld in een t'zamenspraak: tusschen een Amsterdammer, een Hagenaar, en een Zeeuw","Naeranus, Johannes",Amsterdam,1665,Dutch,Politics Netherlands,,
19010087S00200,Memorie over gegeven aen de heeren Staten Generael der Vereenichde Nederlanden den 30. december 1664,"Downing, George, Sir",[s.l.],1665,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
1.901E+13,"Oratie van den heer cancelier Heyt, gadaen in beyde de huysen des Parlaments, in Engelant tot oxfor't","Clarendon, Edward Hyde, Earl of",Getronwlijck uit het Engelsch vertaelt,1665,Dutch,Politics Great Britain,,
1.901E+13,"Sommiere aenteyckeninge ende deductie ingestelt by de gedeputeerden vande hooge mogende heeren Staten generael der Vereenighde Nederlanden; op de lest-ingediende Memorie van den Heere George Downing, extraordinaris envoye vanden koningh van Groot Brittannien",NULL,'s Graven-Hage,1665,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
A5MHHWNR,"Staet des geschils, over't stuck van de bancken van leeninge.","(1618-1689), Christianus Philalethes pseud van Daniel van Henghel Daniel van Henghel",,1665,Dutch,Economics,,
1.901E+13,"Antwoort van de ho: mo: heeren Staten generaal der Vereenigde Nederlanden, in dato den 16. September 1666. Aan den koning van Groot Brittanjen op des zelfs missiive, in dato den 4. of 14. Aug. 1666. Gezonden nevens het doode lichaam van den Ridder Berklei, enraakende de gereedste middelen om tot een gewenschte vrede te komen",NULL,Rotterdam,1666,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
1.901E+13,"Antwoort, van zijne koninglijke majesteit van Groot Brittanjen, in date den 4. of 14. October 1666. Op de missive Van de Ho. Mo. Heeren staten generaal. Der vereenigden Nederlanden, in date den 16. September 1666. Over gezonden door den trompetter luz",NULL,Rotterdam,1666,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
1.901E+13,"Den vryen handel ter zee, voor de Geunieerde Provincien ... Door bysonder Lief-hebber der Vryheyt fijns Vaderlands gestelt, tegens alle bestryders der gerechtigheyt",Bysonder lief-hebber der vryheyt sijns vaderlands gestelt tegens alle bestryders der gerechtigheyt,'s Graven-hage,1666,Dutch,Commerce Freedom of the seas,,
1.901E+13,"Oprecht ende niet min zedigh Verhael, van 't gene is geremarcqueert onder het bloedigh gevecht, tusschen de navale machten des koninghs van Croot-Brittanjen Carel den II ... ende vande Hoogh-Mogende Heeren Staten Generael der Ver-eenighde Nederlanden ... Voor-gevallen op den 11, 12, 13, en 14 Junius 1666",undefined,Middleburgh,1666,Dutch,"Miscellaneous Anglo-Dutch War, 1664-1667",,
S8TH6PVR,"t'Saemenspraecke tusschen Jan Snaphaen ende Geert Rompen, raeckende de drapperye van Mechelen",,,1666,Dutch,Economics,,
19010087S00500,"Verdere aenteyckeninge of duplyque, op, Seeckere replyque vanden heer George Downing",NULL,'s Graven-hage,1666,Dutch,"Politics Anglo-Dutch War, 1664-1667",,
8DC4XRW3,"Kort verhael en aentekeningh van het opklimmen en verloop van de munte, ofte de gelden, sedert den jare 1489",,,1667,Dutch,Economics,,
1.901E+13,"Placaet, op de grootte, equipagie, monture, manninge ende admiraelschappen der schepen, varende door de Strate van Gibralter, naer de Middelandtsche Zee en op Levanten",NULL,'s Graven-Hage,1667,Dutch,Commerce Foreign trade regulation,,
2XBHRXUN,Brief van de heeren Staten van Hollant aen de heeren Staten Generael,,,1668,Dutch,Economics,,
T7S2T4EN,Tractatus duo de assecurationibus et proxenetis atque proxeneticis.,"Straccha, Benvenutus",,1668,Dutch,Economics,,
1.901E+13,"Tresoor van de gewichten, maten van koorn ende landen, &c",undefined,t'Amsterdam,1668,Dutch,Finance Weights and measures,,
VGJRA77X,"Advysen, certificatien, ende gewysdens: rakende het vergoeden van de schade die de binnelandtze schepen malkanderen komen aan te doen",,,1669,Dutch,Economics,,
KEAVXH8M,"De mercatura, cambiis, sponsionibus, creditoribus decisiones et tractatus varii.","Straccha, Benvenutus",,1669,Dutch,Economics,,
7306,"Praatje in\'t ronde, of Verhaal van een gesprek, voorgevallen in den Hage [...]  Waer in verhandelt werden verscheiden zaken, noodig voor de Hollanders te weten.",NULL,"Dordrecht, ",1669,Dutch,"Economics , History (Netherlands) , Period documents , Dialogues",,
1.901E+13,"Zee-politie, der vereenighde Nederlanden, vertoont in een Tafel, ende in twee boecken beschreven","Tjassens, Johan",'s Graven-Hage,1669,Dutch,Politics Merchant marine,,
19010091S00400,Gedenkwaerdig bedryf der Nederlandsche Oost-Indische maetschappye,"Dapper, Olfert",Amsterdam,1670,Dutch,Commerce China,,
1.901E+13,Placaet,NULL,'s Gravenhage,1670,Dutch,Commerce Maritime law,,
7350,"Vertoogh, en calculatie, waer mede, klaer en blÄ_ckelÄ_ck wort vertoont, [...] de beneficien [...], die uyt dese lyf-renten by overlevingh, in diervoegen, als by de stadt Kampen werden opgenomen [...], staen getrocken en genooten te werden",NULL,"Amsterdam, ",1670,Dutch,Economics,,
1.901E+13,"Zee-politie der Vereenigde Nederlanden, ende in twee boecken beschreven, door Johan Tjassens, waer achter gevoeght zijn eenige authentijque stucken tot onderrechtinge, en kennisse tot de politie dienende. Den tweeden druck door den auteur verbetert, ende by nae de helft vergroot","Tjassens, Johan",In 's Graven-Hage,1670,Dutch,Politics Merchant marine,,
19010094S00600,Aanwysing der heilsame politike gronden en maximen van de Republike van Holland en West-Vriesland,"Court, Pieter de la",Leiden,1671,Dutch,Politics Netherlands,,
19010093S00400,Aeloude en hedendaegsche scheeps-bouw en bestier,"Witsen, Nicolaas",t' Amsterdam,1671,Dutch,Trades and Manufactures Naval art and science,,
1.901E+13,"Placaet, van de Hoogh Mogende Heeren Staten Generael der Vereenighde Nederlanden. Verbodt brande-wijnen",NULL,s'Gravenhage,1671,Dutch,Commerce Liquor laws,,
1.901E+13,"Placaet, vande Hoogh-mog: Heeren Staten generael der vereenighde Nederlanden; op het debiteren der Fransche manufacturen",NULL,'s Graven-Hage,1671,Dutch,Finance Netherlands,,
M3D2R4IP,"Uytgerekende tafelen in't gout en silver; gereduceert uyt marken troys, in marken fÄ_ns.","Out, Sieuwert Jansz",,1671,Dutch,Economics,,
7398,"Vertoogh |en uytrekeningh, waer mede klaer en duydelijck wort betoont [...] dat de lijf-renten by overlevingh, invoegen als onlanghs voor de stadt Campen [...] werden genegotieert, voor de contribuanten [...] voordeeliger zijn, als ordinaris lijf-renten",NULL,"Amsterdam, ",1671,Dutch,Economics,,
VV8G7VTS,[Brief van de obligatiehouders van de Westindische Compagnie aan de Staten van Holland en West-Friesland d.d. 19-12-1672 over de Voorslagh van verdrag,,,1672,Dutch,Economics,,
PGVPXIBU,"Concept van finantie, omme 'slants inkomsten, sonder meerder belasting der gemeente, te vergrooten",,,1672,Dutch,Economics,,
S6P846IQ,Consideratien over de navigatie en commercie der Vereenighde Nederlanden,,,1672,Dutch,Economics,,
19010359S00100,"Den hollandschen verre-kyker. Verhalende den tegenwoordigen toestant van ons lieve vaderland : nevens een hertgrondige waerschouwinge, aen alle goede ingesetenen; om haar door geen geveynsde vrindschappen te laten misleyden, oft door openbaare oorlog to doen ver flauven : maar in beide te zijn en blijven, oude Batavieren / t'Samen-gestelt door B.I.R.",B.I.R,t'Uitrecht,1672,Dutch,Commerce,,
KJMMQZ33,Intrest-boeckje tegen den penningh 26 6/19 ofte 3 gul. 16 stu. van't hondert in't jaar.,"Thomans, Ab",,1672,Dutch,Economics,,
19010094S00800,"Naauwkeurige beschryvinge van Malabar en Choromandel, der zelver aangrenzende ryken, en het machtige eyland Ceylon","Baldaeus, Philippus",Amsterdam,1672,Dutch,General India,,
1.901E+13,"Remonstrantie ofte vertoogh, inhoudende verscheyden schatten van groote consideratie tot behoudinge ende vermeerderinge van het welvaren van de republique van Hollandt ende West-Vrieslandt; met een korte remonstrantie by forme van requeste","Tollenaer, Arend",'s Graven-Hage,1672,Dutch,Finance Textile industry,,
CAK424P2,"Requeste van Arent Tollenaer, aan de Staten van Hollandt ende West-Vrieslandt; roerende de bekleedinge met inlandtsche zyde ende wolle","Tollenaer, Arend",,1672,Dutch,Economics,,
7741,"Stucken, bewysen ende berichtingen, dienende voor verdere bylagen, ende als een tweede deel van de Remonstrantie.",Arend Tollenaer (1672-1674 fl.),"\'sGraven-hage, J. Scheltus ",1672,Dutch,"Economics , History (Netherlands) , Period documents",,
Q85MHA68,Tractatus de avariis.,"Weytsen, Quintyn",,1672,Dutch,Economics,,
G5V35KIC,"Voorslagh van verdragh, tusschen de heeren bewinthebberen der Westindische Compagnie ende de houders van obligatien",,,1672,Dutch,Economics,,
R98MSB7A,"Een tractaet van avaryen, dat is: Gemeene contributie van de koopmanschappen ende goederen in den schepe bevonden.","Weytsen, Quintyn",,1673,Dutch,Economics,,
1.901E+13,"Engelsch verhael, van de laatste zee-slagh voorgevallen tusschen sijn majesteyts vloot, en met die van de Staten van Hollandt, op den 21, Augusti, 1673",undefined,t'Amsterdam,1673,Dutch,"Miscellaneous Texel, Battle of the, Netherlands, 1673",,
F54V4GUM,"La continuation de la cavse entre le sr. Guillaume Courten et la Compagnie des Indes Orientales des Provinces VniÃ«s, touchant les navires Bon Esperance, & Henri Bonadventure.",,,1673,Dutch,Economics,,
8082,"Project van finantie; om alle inposten des lants te vernietigen, en uyt drie van onse seven provintien, ten dienste van \'t vaderlant, t\'onderhouden 130000 man.",NULL,"Amsterdam, P. Arentsz., 1673",1673,Dutch,"History (Netherlands) , Period documents , Economics",,
8099,"Remonstrantie, op\'t woord, van de kaas-verkoopers; vertoonende de heerlÄ_kheid der commercie, en de digniteyt der koop-luyden.",Alexandre ChreÌÅtien de Metre,"Amsterdam, 1673",1673,Dutch,"History (Netherlands) , Economics , Period documents",,
19010359S00200,"Sekere aenmerckingen over de vereenigde nederlandtsche provintien / in 't engels beschreven door de heer Wiliam Tempel, ridder baronet. -- Den tweeden druk, op nieuws gecorrigeert en verbetert, met marginaes en aenteekeningen op de kant","Temple, William, Sir, Bart.",Tot Londen,1673,Dutch,General,,
4K898D58,"Speculatien ende concepten, dienende tot redres vande generale geoctroyeerde West-Indische Compagnie, ende uytvindinge van een fons, tot de negotie op de custe van Guinea",,,1673,Dutch,Economics,,
3AIRXHBU,"Tafelen dienende tot instructie om te weten den 200sten. penningh van de landeryen, in gevolge van het placcaet vande heeren Staten van Hollant ende West-Vrieslant, van den 10. ianuarij 1673.",,,1673,Dutch,Economics,,
8054,Tafelen van den tweehondertsten penning [...]. Gaende over de landeryen deser provincie.,Johan Jacob Ferguson (1667 fl.),"\'sGraven-hage, J. Scheltus ",1673,Dutch,"Economics , Poetry",,
7926,"Verhaal van de wonderlÄ_ke koopmanschap in de laage eylanden, verhandelt in een t\'samenspraak",NULL,"Gedrukt in de Ronde Werelt, onder de Ach",1673,Dutch,"Economics , History (Netherlands) , Period documents , Dialogues",,
8173,[Bezwaren van de obligatiehouders van de Westindische Compagnie tegen het concept van octrooi van 15 februari 1674 voor een nieuwe compagnie,NULL,NULL,1674,Dutch,"History (Netherlands) , Period documents , Economics , West India Company",,
1.901E+13,De Staten van Hollandt ende West-vrieslandt,NULL,[n.p.],1674,Dutch,"Miscellaneous Dutch War, 1672-1678",,
19010359S00300,"De voor-looper, wegens de ontdeckinge van diversche seer schadelijcke en schandelijcke in ende uytheemsche landtverraders ende landtverraderessen in Hollandt ende West-Vrieslandt","Tollenaer, Arend",In 'sGravenhage,1674,Dutch,Social Conditions,,
1.901E+13,"Octroy, by de hoogh mog: heeren Staten generael, verleent aen de West-Indische compagnie, in date den twintighsten september sesthien hondert vier en tseventigh",NULL,In 's Graven-Hage,1674,Dutch,Commerce West-Indische Compagnie (Netherlands),,
1.901E+13,"Placcaet ... tegens den invoer ende consumptie van de fransche brandewynen, ende alderhande gedistileerde wateren. Gearresteert den twaelfden februarij 1674",NULL,'s Graven-Hage,1674,Dutch,Commerce Liquor laws,,
1.901E+13,"Syn majesteyts gunstigh aen-spraeck mitsgaders die van de Heer Zegel-Bewaerder aen beyde de Huysen des Parlaments, gedaen op woensdag den7/17 Januarii, 1674",NULL,Amsterdam,1674,Dutch,"Politics Dutch War, 1672-1678",,
1.901E+13,"Artikel, tusschen den doorluchtichsten ende machtigsten Prince Carel de II. by der gratie gods, koninck van Engeland, Schotland, Vranckrijck en Yrland. Beschermer des geloofs, &c. Ende de Hoog: Moog: Heeren Staten Generael ... Om de geschillen der Engelsche en Nederlandsche Oost-indische compagnien ... Geslooten den 8 Martij 1675",NULL,[n.p.],1675,Dutch,Commerce East India Company,,
